GAME_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_ID,PLAYER_NAME,START_POSITION,MIN,PTS,REB,AST,STL,BLK,TO,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,PF,PLUS_MINUS,EFFICIENCY,TRUE_SHOOTING_PCT,AST_TO_RATIO,THREE_POINT_RATE,FREE_THROW_RATE
42500405,1610612752,NYK,1628384,OG Anunoby,F,32:47,11.0,8.0,0.0,3.0,1.0,1.0,3.0,11.0,0.273,1.0,5.0,0.2,4.0,6.0,0.667,0.0,8.0,5.0,2.0,12.0,0.4032258064516129,0.0,0.45454545454545453,0.5454545454545454
42500405,1610612752,NYK,1626157,Karl-Anthony Towns,C,22:44,2.0,10.0,1.0,3.0,1.0,5.0,1.0,7.0,0.143,0.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,6.0,-4.0,6.0,0.14285714285714285,0.2,0.2857142857142857,0.0
42500405,1610612752,NYK,1628969,Mikal Bridges,G,38:34,14.0,2.0,4.0,0.0,1.0,0.0,5.0,10.0,0.5,3.0,7.0,0.429,1.0,2.0,0.5,0.0,2.0,1.0,6.0,15.0,0.6433823529411764,,0.7,0.2
42500405,1610612752,NYK,1628973,Jalen Brunson,G,41:07,45.0,3.0,3.0,2.0,0.0,3.0,14.0,27.0,0.519,4.0,7.0,0.571,13.0,15.0,0.867,1.0,2.0,1.0,10.0,35.0,0.6696428571428571,1.0,0.25925925925925924,0.5555555555555556
42500405,1610612752,NYK,1629013,Landry Shamet,,13:13,5.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,0.286,1.0,4.0,0.25,0.0,0.0,0.0,0.0,1.0,2.0,-14.0,1.0,0.35714285714285715,,0.5714285714285714,0.0
42500405,1610612752,NYK,1630631,Jose Alvarado,,11:25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-11.0,-4.0,0.0,,0.4,0.0
42500405,1610612752,NYK,1629011,Mitchell Robinson,,19:59,2.0,10.0,2.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,6.0,4.0,1.0,5.0,11.0,0.3472222222222222,,0.0,1.0
42500405,1610612752,NYK,1630540,Miles McBride,,12:53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,-1.0,0.0,,1.0,0.0
42500405,1610612752,NYK,1630574,Ariel Hukporti,,1:52,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,,,,
42500405,1610612752,NYK,203903,Jordan Clarkson,,6:07,2.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,-1.0,0.2,,0.4,0.0
42500405,1610612752,NYK,1631110,Jeremy Sochan,,0:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
42500405,1610612752,NYK,1642359,Pacôme Dadiet,,,,,,,,,,,,,,,,,,,,,,,,,,
42500405,1610612752,NYK,1642885,Mohamed Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
42500405,1610612752,NYK,1642278,Tyler Kolek,,,,,,,,,,,,,,,,,,,,,,,,,,
42500405,1610612759,SAS,1630170,Devin Vassell,F,39:12,12.0,7.0,2.0,2.0,1.0,0.0,5.0,8.0,0.625,2.0,5.0,0.4,0.0,0.0,0.0,0.0,7.0,1.0,-11.0,21.0,0.75,,0.625,0.0
42500405,1610612759,SAS,1630577,Julian Champagnie,F,30:40,14.0,7.0,1.0,1.0,0.0,4.0,5.0,9.0,0.556,4.0,8.0,0.5,0.0,0.0,0.0,2.0,5.0,3.0,-10.0,15.0,0.7777777777777778,0.25,0.8888888888888888,0.0
42500405,1610612759,SAS,1641705,Victor Wembanyama,C,37:52,19.0,14.0,2.0,0.0,5.0,2.0,7.0,19.0,0.368,1.0,6.0,0.167,4.0,5.0,0.8,6.0,8.0,3.0,-3.0,25.0,0.4481132075471698,1.0,0.3157894736842105,0.2631578947368421
42500405,1610612759,SAS,1642264,Stephon Castle,G,32:03,6.0,5.0,4.0,1.0,0.0,3.0,1.0,10.0,0.1,0.0,3.0,0.0,4.0,6.0,0.667,1.0,4.0,4.0,-1.0,2.0,0.23734177215189872,1.3333333333333333,0.3,0.6
42500405,1610612759,SAS,1628368,De'Aaron Fox,G,36:46,7.0,0.0,5.0,2.0,0.0,1.0,3.0,15.0,0.2,1.0,8.0,0.125,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.23333333333333334,5.0,0.5333333333333333,0.0
42500405,1610612759,SAS,1642844,Dylan Harper,,31:07,25.0,5.0,4.0,0.0,1.0,0.0,10.0,19.0,0.526,2.0,4.0,0.5,3.0,6.0,0.5,2.0,3.0,5.0,-12.0,23.0,0.577634011090573,,0.21052631578947367,0.3157894736842105
42500405,1610612759,SAS,1629640,Keldon Johnson,,16:09,7.0,5.0,0.0,0.0,0.0,0.0,2.0,5.0,0.4,2.0,3.0,0.667,1.0,2.0,0.5,2.0,3.0,2.0,17.0,8.0,0.5952380952380952,,0.6,0.4
42500405,1610612759,SAS,1628436,Luke Kornet,,10:15,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0
42500405,1610612759,SAS,1642868,Carter Bryant,,5:56,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,,0.0,,
42500405,1610612759,SAS,203084,Harrison Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
42500405,1610612759,SAS,202687,Bismack Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
42500405,1610612759,SAS,1629162,Jordan McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
42500405,1610612759,SAS,203482,Kelly Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
42500405,1610612759,SAS,203486,Mason Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
42500405,1610612759,SAS,1630322,Lindy Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
